R2_each,R2_mean
0.7584486603736877,0.863956189930439
0.8516277074813843,0.863956189930439
0.8026245832443237,0.863956189930439
0.7968736886978149,0.863956189930439
0.9472370147705078,0.863956189930439
0.6980800628662109,0.863956189930439
0.9221637845039368,0.863956189930439
0.8906699419021606,0.863956189930439
0.8680732846260071,0.863956189930439
0.8949761390686035,0.863956189930439
0.8950952291488647,0.863956189930439
0.9186064004898071,0.863956189930439
0.8583728075027466,0.863956189930439
0.9214633703231812,0.863956189930439
0.8714073896408081,0.863956189930439
0.7291606664657593,0.863956189930439
0.9473827481269836,0.863956189930439
0.8487644195556641,0.863956189930439
0.8736535906791687,0.863956189930439
0.8158470988273621,0.863956189930439
0.851056694984436,0.863956189930439
0.8228510618209839,0.863956189930439
0.8889725208282471,0.863956189930439
0.9094458222389221,0.863956189930439
0.8720402121543884,0.863956189930439
0.9203011989593506,0.863956189930439
0.8256500959396362,0.863956189930439
0.8596336245536804,0.863956189930439
0.907031774520874,0.863956189930439
0.7174410820007324,0.863956189930439
0.6745307445526123,0.863956189930439
0.8224194645881653,0.863956189930439
0.8409619927406311,0.863956189930439
0.9492132067680359,0.863956189930439
0.9058378338813782,0.863956189930439
0.8518329858779907,0.863956189930439
0.9049775004386902,0.863956189930439
0.8041229248046875,0.863956189930439
0.7108860015869141,0.863956189930439
0.834531307220459,0.863956189930439
0.9384901523590088,0.863956189930439
0.9107188582420349,0.863956189930439
0.9180454611778259,0.863956189930439
0.8748653531074524,0.863956189930439
0.823092520236969,0.863956189930439
0.9233781695365906,0.863956189930439
0.8609703183174133,0.863956189930439
0.958419919013977,0.863956189930439
0.8389623165130615,0.863956189930439
0.942644476890564,0.863956189930439
0.9498969912528992,0.863956189930439
0.826974093914032,0.863956189930439
0.8814285397529602,0.863956189930439
0.8626644015312195,0.863956189930439
0.8525258302688599,0.863956189930439
0.7628266215324402,0.863956189930439
0.7891669273376465,0.863956189930439
0.7455877065658569,0.863956189930439
0.9661500453948975,0.863956189930439
0.8907372355461121,0.863956189930439
0.8086462020874023,0.863956189930439
0.8848473429679871,0.863956189930439
0.9220642447471619,0.863956189930439
0.958660364151001,0.863956189930439
0.8236109018325806,0.863956189930439
0.8844290971755981,0.863956189930439
0.8390033841133118,0.863956189930439
0.8442262411117554,0.863956189930439
0.9110695123672485,0.863956189930439
0.8907994031906128,0.863956189930439
0.8167200684547424,0.863956189930439
0.8923131823539734,0.863956189930439
0.9219109416007996,0.863956189930439
0.875271201133728,0.863956189930439
0.9320346713066101,0.863956189930439
0.9036388397216797,0.863956189930439
0.9257972240447998,0.863956189930439
0.877087414264679,0.863956189930439
0.9485285878181458,0.863956189930439
0.8370488286018372,0.863956189930439
0.9118425250053406,0.863956189930439
0.8446944952011108,0.863956189930439
0.9184437394142151,0.863956189930439
0.8332093954086304,0.863956189930439
0.9481016397476196,0.863956189930439
0.6289321184158325,0.863956189930439
