,msfno,resnet,msfno_int,resnet_int
Acc,0.9658,0.9284,0.8168,0.7118
Prec,0.9659516343977066,0.9304768337660677,0.8264724431881566,0.7360764022351658
Rec,0.9660135529359959,0.927662921574486,0.8212210994046598,0.7157241112804744
F1,0.9658850426002173,0.9281482255020457,0.813065734556812,0.7009872473261525
