,msfno,resnet,msfno_int,resnet_int
Acc,0.9296,0.8332,0.6878,0.4744
Prec,0.9329148260170737,0.8517019644846074,0.6789048884890232,0.4907552000867459
Rec,0.9301019221836219,0.8332537764800465,0.6978767465538215,0.47536169116774757
F1,0.9304901850731898,0.835577784782202,0.6486444474148545,0.4359463914065099
