,msfno,resnet,msfno_int,resnet_int
Acc,0.974625,0.93225,0.803875,0.640625
Prec,0.974590687654526,0.934123492433305,0.8130512799553784,0.764872883983298
Rec,0.9748721240236424,0.9318475171499923,0.8076358430237859,0.6414949773208961
F1,0.9746356366769862,0.9321455296525013,0.7990056402212373,0.651783119093429
