,msfno,resnet,msfno_int,resnet_int
Acc,0.9796911360270785,0.7996615189337847,0.8231436429024751,0.4958747620055003
Prec,0.9799396124489216,0.8491976791696905,0.8485125998891573,0.6703057116047223
Rec,0.9795977313108719,0.8013198031158127,0.8250188042231068,0.4920547655086065
F1,0.9796275688383863,0.8162250824139635,0.8205158434210654,0.5117734730669646
