,msfno,resnet,msfno_int,resnet_int
Acc,0.964625,0.8765,0.72125,0.4775
Prec,0.9648308047465686,0.8906598457490508,0.7589883912445673,0.5183441210788972
Rec,0.9650399872322997,0.8764589554731647,0.7237960453368336,0.4756242159447352
F1,0.9647632864287103,0.8775755109697686,0.6992134433655025,0.4658191860154165
