,msfno,resnet,msfno_int,resnet_int
Acc,0.9644,0.9172,0.8204,0.717
Prec,0.964517923656269,0.9202343473447285,0.8321773269770777,0.746877457666726
Rec,0.9646449650224562,0.9167000738166872,0.8252147490932042,0.7192745996594591
F1,0.9644445258766027,0.917158356219406,0.8162913838838868,0.7045094461611652
