,msfno,resnet,msfno_int,resnet_int
Acc,0.954,0.8774,0.7428,0.5384
Prec,0.9546705586203743,0.8908914734541379,0.7750825054594699,0.5421995364273549
Rec,0.9547380004081372,0.8763182635998933,0.7504392691193205,0.5425350806825411
F1,0.9544966531709937,0.8785568121783881,0.7042268308582875,0.5059902232128208
